Constellation, Average Distance, Same Constellations Accross Cultures 
CON korean 046,0.05537518122985805, 2
CON korean 258,0.05547464975654058, 1
CON western Lac,0.0556172003531032, 2
CON korean 048,0.05562085747310649, 1
CON arabic_arabian_peninsula 0100,0.05568599229666419, 4
CON chinese 067,0.05570088516766036, 1
CON western_hlad Gru,0.05572144005274905, 1
CON western CMa,0.055959578555807396, 1
CON indian N17,0.05598302758397288, 4
CON arabic_al-sufi Cas,0.0560476407997721, 1
CON arabic_al-sufi Her,0.05611107238651, 1
CON western_rey CMa,0.0561956618714226, 1
CON korean 105,0.056249346798406694, 1
CON chinese 184,0.056365522487474375, 1
CON romanian Sfm,0.056448024842081494, 1
CON chinese 181,0.056595869220375974, 1
CON tukano 010,0.05660731563794977, 2
CON tupi 004,0.0567237548251819, 1
CON western Hya,0.05672936071633453, 2
CON korean 236,0.05679640976542225, 2
CON anutan 010,0.05684813109803291, 1
CON korean 182,0.05685567146018439, 1
CON western Ret,0.056869520651507535, 5
CON chinese 147,0.05696229249659516, 1
CON ruelle Com,0.05698863038300111, 1
CON navajo 008,0.05701258417055134, 1
CON chinese 036,0.05708628000770449, 1
CON boorong Krk,0.057121972016577316, 1
CON korean 061,0.057150362774144876, 1
CON western Nor,0.05730388812496401, 2
CON arabic_ancient 2799,0.05734928023011674, 1
CON ruelle Sgr,0.0574334510166391, 1
CON korean 161,0.05753262244947055, 2
CON korean 099,0.057557684523750034, 1
CON chinese 091,0.05766375198803135, 1
CON arabic_al-sufi Aql,0.0576954152075847, 1
CON inuit 010,0.05773263299862016, 1
CON chinese 157,0.05774076751679771, 1
CON western Dor,0.05785285798606715, 2
CON western_hlad Col,0.057932169371901904, 2
CON western_rey DraH,0.05806214733389543, 1
CON chinese 062,0.05810769144592112, 1
CON romanian Cap,0.05811737244214175, 1
CON arabic_ancient 0799,0.05817178093952597, 2
CON western_hlad Lep,0.05829264703089394, 1
CON chinese 143,0.05845527813126466, 1
CON arabic_arabian_peninsula 4501,0.05872997997538914, 1
CON chinese 029,0.058734848596478303, 1
CON romanian Ber,0.0588568732202841, 1
CON arabic_al-sufi Boo,0.05890546729182399, 1
CON arabic_al-sufi Cen,0.05893372231967915, 1
CON romanian Omu,0.05899955063745747, 1
CON chinese 103,0.05902571919075021, 1
CON western Pyx,0.05910190485183925, 2
#CON indian N13,0.05918149321815604, 2
CON korean 148,0.05924594966703529, 1
CON western Ara,0.05933851070424355, 2
CON chinese 148,0.059397637137686164, 1
CON arabic_ancient 6099,0.059460443637039125, 1
CON western_rey Cen,0.059530634027098815, 1
CON korean 037,0.05966719849104668, 1
CON western_hlad Psc,0.06001589384039159, 1
CON korean 090,0.06004756226928599, 1
CON mandar 002,0.06006514314819499, 1
CON western_rey Sgr,0.06008202597542029, 1
CON korean 060,0.06011877382100102, 1
CON macedonian 013,0.060254468950094266, 1
CON western Tri,0.060286351364569134, 6
CON tupi 001,0.06030918611213274, 1
CON macedonian 005,0.06035315119906988, 1
CON chinese 074,0.06041666495131299, 1
CON chinese 278,0.060499004355663154, 1
CON western_rey Vol,0.06050265802534719, 1
CON tupi 003,0.060631279620370356, 1
CON ruelle Crv,0.06071804562869456, 2
CON egyptian 013,0.06072404072876469, 1
CON western_SnT CMa,0.06078709585471541, 1
CON korean 159,0.060807387339329444, 1
CON arabic_ancient 2006,0.060858178844606925, 1
CON arabic_al-sufi Crt,0.060903547260083866, 1
CON western_rey Aqr,0.060935918715044786, 1
CON arabic_al-sufi Hya,0.06093891841557125, 1
CON arabic_al-sufi Sgr,0.060940205488944646, 1
CON western_rey Psc,0.06100017277564591, 1
CON chinese 165,0.0610572906626537, 1
CON korean 120,0.061147839179671065, 1
CON western_SnT Gru,0.06120301760541014, 1
#CON western UMi,0.06125549545284109, 9
CON korean 185,0.06128712742868674, 1
CON boorong Djt,0.061476821912746366, 1
CON korean 128,0.06154460136752645, 1
CON chinese 030,0.061628020230247604, 1
CON romanian Prb,0.06164768263923544, 1
CON western Vol,0.06165918927337005, 2
CON book-of-the-stars-almagest SFA,0.06171150835210608, 1
CON western_SnT Aql,0.0618202271019881, 1
CON chinese 175,0.06199884109351651, 1
CON chinese 265,0.06203181053049254, 1
CON romanian Var,0.062078478743308206, 1
CON korean 045,0.062132238086395015, 1
CON western Lup,0.0621609677176173, 2
CON korean 097,0.06222293514752757, 2
CON chinese 219,0.06235922902251771, 1
CON western Eri,0.06240138008508993, 2
CON japanese_moon_stations 22,0.06245491805907466, 1
CON arabic_al-sufi Lib,0.06258841477101264, 1
CON western_rey Dor,0.06275641337393364, 2
CON chinese 259,0.06283470848164525, 1
CON western_rey Eri,0.06287158581951034, 1
CON korean 249,0.06293256448772576, 1
CON korean 116,0.06313660486216192, 1
CON chinese 306,0.0631586687420568, 1
CON western_rey And,0.06319760007397456, 1
CON arabic_al-sufi Leo,0.06322535627087833, 1
CON arabic_ancient 1502,0.06326431876142433, 1
CON anutan 011,0.06345733546855109, 1
CON western_rey Boo,0.06348182701059922, 1
CON chinese 269,0.06350022168487322, 1
CON sardinian 007,0.06361250131362876, 1
CON western_SnT Crt,0.06367884014259846, 1
CON western Crt,0.06367884014259848, 3
CON ruelle Crt,0.06367884014259848, 1
CON chinese 256,0.06382191743125869, 1
CON arabic_ancient 1199,0.06396605869598361, 1
CON ruelle Cam,0.06398977943123627, 1
CON chinese 292,0.06401175749363433, 1
CON arabic_arabian_peninsula 4299,0.06401789754216891, 1
CON chinese_contemporary Her,0.06415689027824481, 1
CON chinese 038,0.06425015379343077, 1
CON ruelle Lep,0.06432140124238678, 1
CON korean 164,0.06432811670159577, 1
CON korean 005,0.06466472057944705, 2
CON arabic_al-sufi Tri,0.06495478231544875, 1
CON korean 229,0.06503504934357303, 2
CON arabic_ancient 6299,0.06512611182395064, 1
CON korean 080,0.0651975196279243, 2
CON ruelle Tau,0.06520765396371189, 1
CON arabic_al-sufi Cyg,0.06533237801578218, 1
CON chinese 226,0.06545177342139415, 1
CON egyptian 010,0.06546693370621613, 1
CON ruelle Cas,0.06585814657217053, 1
CON western Sct,0.06633125821063521, 2
CON western_hlad Crt,0.06638922464098759, 1
CON ruelle Vul,0.06642392799936725, 1
CON western_rey Oph,0.06658816211991571, 1
CON arabic_ancient 0299,0.0666031474967748, 2
CON chinese 076,0.0669468706234841, 1
CON chinese 083,0.0670127033929399, 1
CON chinese 228,0.06702243726599481, 1
CON chinese 255,0.06705540571598856, 1
CON arabic_al-sufi Vir,0.06705825366464982, 1
CON western_rey Her,0.06720465625932753, 1
CON anutan 001,0.0672101296428125, 1
CON western Sgr,0.06723081776859152, 2
CON western_rey Gem,0.06743809239822934, 1
CON korean 057,0.06753043777855967, 1
CON western Psc,0.06762546959271794, 1
CON western_SnT And,0.06764522819430457, 1
CON western_SnT Her,0.06765062032446752, 1
CON ruelle PsA,0.0676554851939178, 1
CON western_hlad Eri,0.06768093134093549, 1
CON western_hlad Ara,0.06781230019499017, 1
CON chinese_contemporary Psc,0.06788329112525188, 1
CON chinese 208,0.06797087302012948, 1
CON korean 216,0.06805857990463392, 1
CON chinese 297,0.0684043514150677, 1
CON korean 190,0.06859266187038111, 1
CON chinese 199,0.06861895832822534, 1
CON western Sco,0.06861948663027714, 3
CON indian N21,0.06863736397133159, 1
CON arabic_arabian_peninsula 2602,0.06863862947532862, 3
CON egyptian 005,0.06866987152509575, 1
CON chinese 113,0.06881784530499131, 1
CON western_hlad Per,0.06885801508967869, 1
CON western Cae,0.06891749985659028, 2
CON western Cen,0.06897259042720365, 2
CON arabic_arabian_peninsula 4206,0.06900702646956103, 3
CON western_hlad Dor,0.06913353142196843, 1
CON korean 264,0.06933130796051228, 1
CON western_hlad Lup,0.06933710858920127, 1
CON ruelle Per,0.06934338651354698, 1
CON western Gru,0.06962295343490989, 3
CON chinese 286,0.06962511167361998, 1
CON ruelle Cer,0.0696904015837688, 1
CON korean 171,0.06995848934967847, 1
CON arabic_ancient 1099,0.0700725310512246, 1
CON western_rey Ind,0.0700971044967139, 1
CON arabic_ancient 1399,0.07012091517047915, 1
CON korean 237,0.07018893587418705, 1
CON korean 010,0.07019488788988286, 3
CON ruelle Gem,0.0702062790343586, 1
CON chinese 154,0.07024285575530811, 1
CON western_hlad Tuc,0.070243750190483, 2
CON ruelle Sct,0.07026660015723067, 1
CON arabic_ancient 1501,0.07034305965921137, 1
CON chinese 089,0.07051860093646226, 1
CON arabic_al-sufi Cet,0.07068444692962444, 1
CON western_rey Ser,0.07076917840683061, 1
CON korean 033,0.07105646156329058, 1
CON ruelle CMa,0.07121469038855492, 1
CON ruelle Ret,0.07126067250183987, 1
CON ruelle Boo,0.07132950014330292, 1
CON mandar 001,0.0715936084117437, 1
CON arabic_arabian_peninsula 2805,0.071610018433144, 3
CON arabic_ancient 2003,0.07161283762956597, 1
CON ruelle Eri,0.07175303849430467, 1
CON western Aql,0.07181557364180552, 2
CON chinese 257,0.0718902349546566, 1
CON aztec 003,0.0722258192385077, 1
CON chinese 097,0.07232766552158691, 1
CON western Her,0.07246603377684972, 1
CON western_rey Phe,0.0724881003055353, 1
CON western_SnT Cen,0.07259405042058224, 1
CON western_hlad Cae,0.07262271717722096, 2
CON chinese 050,0.07268493544349132, 1
CON western_hlad PsA,0.07270141558177169, 1
CON chinese 244,0.07280422260850675, 1
CON arabic_al-sufi Ser,0.07283245880543436, 1
CON western_hlad CMa,0.0728970326993964, 1
CON ruelle Col,0.07309134527665324, 1
CON aztec 004,0.07324499739874675, 1
CON chinese 054,0.07329988604930401, 1
CON chinese 130,0.0733424031140769, 1
CON western_SnT Psc,0.07372722007288672, 1
CON western_hlad Phe,0.0739272473942406, 1
CON korean 023,0.0740284035663294, 1
CON chinese 094,0.07415248600791445, 1
CON chinese 192,0.07422058115317441, 1
CON western_rey Ara,0.07434824970912482, 1
CON western_rey TrA,0.07439333466661027, 2
CON western Gem,0.07442703848632812, 4
CON macedonian 019,0.07445263718199108, 1
CON romanian Vca,0.07459905711345091, 1
CON chinese 081,0.07461469441220904, 1
CON japanese_moon_stations 27,0.07465696324657478, 1
CON western Vel,0.07472729172644499, 2
CON western Phe,0.07481873663004449, 2
CON macedonian 015,0.07483345022117564, 1
#CON arabic_arabian_peninsula 2801,0.07503536702942164, 11
CON egyptian 017,0.07504131074068965, 1
CON western_hlad Aqr,0.07511437219658505, 1
CON ruelle Leo,0.07523723694346865, 1
CON western_rey Dra,0.07544345062487615, 2
#CON arabic_arabian_peninsula 300,0.07548894348505195, 10
CON western_SnT Ara,0.07549606559237396, 1
CON arabic_ancient 2005,0.07549966443420748, 1
CON western_hlad Ori,0.07553663842249932, 1
CON korean 265,0.07567669260278419, 1
CON western Pav,0.0757800766889534, 3
CON romanian Tdz,0.07587265726686228, 1
CON western Ari,0.07588207376048957, 4
CON western_SnT Leo,0.07592143985819824, 1
CON romanian Chi,0.07607007061580566, 1
CON ruelle UMa,0.07632424553893344, 1
CON korean 001,0.07636366208558736, 1
CON chinese 070,0.07650783887253003, 1
CON egyptian 008,0.0765275128526418, 1
CON western PsA,0.07671138097560672, 2
CON western_rey Cyg,0.07681606559329719, 1
CON blackfoot 001,0.07681694471884687, 1
CON western_hlad Gem,0.0770511576744927, 1
CON arabic_al-sufi Arg,0.07706669984236093, 1
CON hawaiian_starlines NAK,0.07715737512975376, 5
CON chinese 237,0.07728848773779687, 1
CON egyptian 024,0.07736624657955489, 1
CON arabic_al-sufi Cep,0.07751843390180342, 1
CON chinese 270,0.07765667479335951, 1
CON arabic_ancient 4899,0.07768501076108399, 1
CON chinese 055,0.07776673439600794, 1
CON western_rey Tuc,0.07784411341808103, 1
CON boorong Ktc,0.07800373854912863, 1
CON arabic_ancient 2099,0.07815259771050606, 1
CON hawaiian_starlines MEE,0.07816453707136785, 4
CON ruelle Aqr,0.07821604039459841, 1
CON chinese 261,0.07835300275382286, 1
CON western_rey Cep,0.07843114429055577, 1
CON romanian Cma,0.07848741761740526, 1
CON hawaiian_starlines KAO,0.0785579869325445, 1
CON western Leo,0.0785579869325445, 2
#CON indian N07,0.07865090315870252, 7
CON western_SnT Cep,0.07870937497937948, 1
CON ruelle CarPupVel,0.07879812349045186, 1
CON ruelle Tuc,0.07883513937711276, 1
CON egyptian 003,0.07894941583813793, 1
CON ruelle Aur,0.07901096604361574, 1
CON western_hlad Mic,0.07909519852721243, 1
CON arabic_ancient 2703,0.07911979405022741, 1
CON chinese 193,0.0791344586828165, 1
CON romanian Rar,0.07917589939260293, 1
CON korean 198,0.07921721010286982, 1
CON western_rey Tau,0.07932842705590576, 1
CON ruelle Cet,0.07945528064626867, 1
CON arabic_al-sufi Gem,0.07953393607101948, 1
CON western_hlad Ser,0.07967093756407576, 1
CON japanese_moon_stations 21,0.0800423508155331, 1
CON korean 214,0.08037827319553348, 1
CON indian N20,0.08038421693374591, 1
CON western_SnT Sex,0.08052155439684588, 1
CON bugis 008,0.08064533671291939, 1
CON korean 212,0.0807010871045856, 1
CON egyptian 015,0.0808898045468088, 1
CON korean 078,0.08108222631278042, 1
CON chinese 153,0.0811726240320888, 1
CON arabic_ancient 0501,0.08131274815204963, 1
CON western_hlad Vul,0.08132700448155242, 1
CON western Dra,0.08136905318010498, 4
CON arabic_ancient 4599,0.08152980186070133, 1
CON chinese 129,0.08154813557530904, 1
CON ruelle Lup,0.08163873579526341, 1
CON korean 184,0.08188644532940857, 1
CON western_rey Pyx,0.08190155972019661, 2
CON western_SnT Oph,0.08197036152970434, 1
CON romanian Sar,0.08251034015691576, 1
CON korean 079,0.08255022638266385, 1
CON western_rey Pup,0.08258312274225454, 1
CON arabic_ancient 5999,0.08273959158009202, 1
CON ruelle And,0.08294510635506665, 1
CON inuit 005,0.08304522001103026, 1
CON western_hlad Tel,0.08328966012136363, 1
CON arabic_ancient 2008,0.08339099921929316, 1
CON arabic_ancient 2506,0.08357660336132157, 1
CON ruelle Dra,0.0836607735157481, 1
CON ruelle Phe,0.08387940200644213, 1
CON blackfoot 003,0.08393449765830191, 1
CON western Lyn,0.08394767361807237, 3
CON western_rey Mon,0.08404367132881604, 1
CON western_hlad Hya,0.08437091006971473, 1
CON western Ser,0.08456847434928662, 2
CON ruelle Her,0.0849343513707333, 1
CON western Car,0.08503567372288323, 2
CON western_SnT Hya,0.08514503360533913, 1
CON western Cap,0.08523510951568306, 3
CON bugis 005,0.08538789323760665, 1
CON korean 106,0.08545311430359427, 1
CON chinese 035,0.08548545327888392, 1
CON western_hlad Her,0.0855876067438168, 1
CON arabic_ancient 5399,0.08566269841641143, 1
CON egyptian 025,0.08590527182883208, 1
CON ruelle Cnc,0.08592737325948024, 1
CON chinese 173,0.08602423998748543, 1
CON western Cet,0.08630437186024464, 2
CON korean 069,0.08636813250958364, 1
CON navajo 001,0.0864471816559739, 1
CON hawaiian_starlines KHK,0.0866409126622292, 1
CON arabic_ancient 6199,0.08664650712330142, 1
CON arabic_ancient 0899,0.08667298631234709, 1
CON chinese 068,0.08675418512123778, 1
CON western_SnT Lup,0.08682141182906393, 1
CON western_rey Sct,0.08686712744625638, 2
CON korean 160,0.0870692013726369, 1
CON romanian Gem,0.0871406431732623, 1
CON western_rey Leo,0.08725296766409481, 1
CON western_rey LMi,0.08745680333563675, 2
CON western_SnT Pav,0.08745764310553367, 1
CON inuit 007,0.08777398584646583, 1
CON korean 200,0.08777785443143657, 1
CON western_rey Hya,0.0877826799563637, 1
CON tukano 011,0.08779079396439642, 6
#CON macedonian 001,0.08779079396439642, 11
CON western_hlad Oct,0.08779182726698462, 1
CON western_SnT Mon,0.0878997405947051, 1
CON ruelle Aql2,0.0879229609527049, 1
CON western_SnT Pup,0.08827221531144393, 1
CON navajo 003,0.08835270833177501, 1
CON arabic_al-sufi Can,0.08841507258522927, 1
CON western_rey Cas,0.08847728402499466, 1
CON western_rey Aur,0.08864764897020871, 1
CON korean 096,0.08870753112224423, 1
CON ruelle Oph,0.08871024604979771, 1
CON korean 062,0.08878088431183309, 1
CON chinese 232,0.088857173963396, 1
CON arabic_arabian_peninsula 2999,0.08887977099241605, 3
CON indian N11,0.08891353036261632, 4
CON western_hlad Pav,0.08892735665034006, 1
CON western_hlad Dra,0.08937090382516066, 1
CON korean 251,0.08946377851971389, 1
CON western_rey Vel,0.08951621609243648, 1
CON korean 247,0.08957207125325865, 1
CON hawaiian_starlines HAN,0.08973343801997763, 10
#CON ruelle Cru,0.08973343801997763, 1
CON egyptian 006,0.08978138178068804, 1
CON ruelle Lac,0.08985773324678266, 1
CON romanian Vir,0.08992022280132282, 1
CON ruelle Vir,0.08996884975639914, 1
CON chinese 128,0.09000802843023771, 1
CON chinese 053,0.09041654212039339, 1
CON western_SnT Ser,0.09047692695482781, 1
CON boorong Mar,0.09051190175457484, 1
CON korean 246,0.09095321356999143, 1
CON western_hlad Sct,0.09115313052395524, 1
CON western_rey Car,0.09125457211686931, 1
CON ruelle Ara,0.09132612907904808, 1
CON western_hlad Cet,0.0913582041957943, 1
CON western_hlad CVn,0.09151503388101452, 1
CON western CVn,0.09153384559004742, 5
CON arabic_ancient 4999,0.09187217638654879, 1
CON western_SnT Boo,0.09224243422424683, 1
CON northern_andes 003,0.09234336159734378, 1
CON korean 215,0.09246216102381215, 1
CON western_SnT Aur,0.09282737760287933, 1
CON bugis 006,0.09295830168570149, 1
CON western LMi,0.09315092046846993, 2
CON western_hlad LMi,0.09315092046846993, 1
CON arabic_ancient 4799,0.09336888480207436, 1
CON western_rey UMaP,0.0937980457813709, 2
CON western_SnT Hor,0.09428006162163814, 1
CON western_SnT Phe,0.09437500633538894, 1
CON korean 149,0.094555401417562, 2
CON western_rey Hyi,0.0945609838789171, 1
CON western Aqr,0.09458586402832984, 2
CON western_SnT Car,0.09464355582827273, 1
CON ruelle Cyg,0.09484557059152869, 1
CON western_rey Lyn,0.09503771822733979, 1
CON western_hlad Leo,0.09503959775951616, 2
CON egyptian 014,0.09517166232737435, 1
CON western Tau,0.09541774137308011, 2
CON western_SnT Cet,0.09561872568577622, 1
CON egyptian 011,0.0956849131196249, 1
CON korean 181,0.0957924145197153, 1
CON western_SnT Ind,0.09681800172722349, 1
CON korean 201,0.09706771512114884, 2
CON chinese 180,0.09719293167626204, 1
CON korean 101,0.09723218259932105, 1
CON navajo 002,0.097294782535357, 1
CON western Sex,0.09764138052093509, 2
CON ruelle Ari,0.09790052415416371, 1
CON western_hlad Cha,0.09795236374206906, 1
CON ruelle Pav,0.09795809758828954, 1
CON romanian Csa,0.09816882009210882, 1
CON arabic_ancient 0499,0.09878671043227737, 1
CON western_SnT Vul,0.09890689303171418, 1
CON western_hlad Oph,0.09906174561870473, 1
CON egyptian 016,0.0993504794656632, 1
CON western_hlad UMa,0.09952078041048353, 1
CON western Cha,0.10006833195496735, 2
CON japanese_moon_stations 08,0.10092682250774025, 1
CON chinese 258,0.10118413600259309, 1
CON arabic_ancient 2004,0.10118433911255091, 1
CON western_SnT Aqr,0.10157674127796043, 1
CON western Peg,0.10212970691303766, 2
CON arabic_ancient 5699,0.10257427325769589, 2
CON western_hlad Tau,0.10333600828686351, 1
CON egyptian 020,0.10357854177747992, 1
CON chinese 052,0.10369452958252004, 1
CON korean 019,0.1040376269559647, 1
CON western_SnT Men,0.10425923511031755, 1
CON chinese 033,0.10443733417723858, 1
CON navajo 004,0.10450930155120876, 1
CON western UMa,0.10454629739535953, 3
CON western And,0.10470766137146315, 3
CON western For,0.10481344144950312, 2
CON inuit 004,0.1054546151898216, 1
CON western_hlad Cen,0.10551128086400967, 1
CON arabic_al-sufi Peg,0.10580114696835265, 1
CON western_rey Lib,0.10593041431094867, 2
CON western_hlad Boo,0.10602019964921194, 1
CON anutan 005,0.10617800979582474, 1
CON ruelle Hya,0.10643416299637382, 1
CON mandar 004,0.10647445977353932, 1
CON korean 051,0.10660804556223685, 1
CON western Cyg,0.10670662935073039, 3
CON korean 202,0.10693091816954006, 2
CON western_rey SerCd,0.10738106683434759, 1
CON ruelle Psc,0.10745398993248871, 1
CON western Boo,0.1082916325765258, 3
CON western Hyi,0.10893925638359589, 2
CON anutan 009,0.10901229564503268, 1
CON chinese 214,0.10912719465113607, 1
CON western_rey Vir,0.10942928307218648, 1
CON western_SnT Cyg,0.11023059078766868, 1
CON western_rey Cnc,0.11024025241637653, 1
CON western_hlad Pup,0.11026643390442063, 1
CON sami 001,0.1110205350891225, 1
CON korean 015,0.11139344320496737, 1
CON western Men,0.11139930995700119, 2
CON western_hlad Hor,0.11176283331437417, 1
CON korean 153,0.11191315340067624, 2
CON arabic_ancient 2601,0.11220221650335357, 1
CON egyptian 007,0.11251037906110217, 1
CON arabic_ancient 1903,0.11254604866508075, 2
CON chinese 210,0.11260324656058979, 1
CON sardinian 004,0.11297843271372163, 2
CON chinese 172,0.11305700813476248, 1
CON romanian Rac,0.11306955561673257, 2
CON arabic_arabian_peninsula 2808,0.11307071619041568, 3
CON western_hlad Cnc,0.11308493294883692, 1
CON korean 003,0.1131733295290213, 1
CON korean 112,0.11328464025868747, 1
CON western_hlad Mon,0.11331832499060233, 1
CON arabic_ancient 0699,0.1133855198358918, 2
CON bugis 012,0.11371567467423739, 1
CON chinese 022,0.11433752839544603, 1
CON western Pic,0.1143806510494379, 4
CON western_rey Pic,0.1143806510494379, 1
CON korean 083,0.11445000229505507, 1
CON western_hlad Vel,0.11467279748405547, 2
CON western_SnT Vir,0.1148116737430827, 1
CON arabic_arabian_peninsula 2650,0.11482566979465532, 1
CON western_SnT Cam,0.11513217799948253, 1
CON western_rey Cam,0.11513217799948254, 1
CON western_SnT Com,0.11540321521379739, 1
CON ruelle Peg,0.11554258206595157, 1
CON chinese 235,0.11616540812761589, 1
CON western Cam,0.11631841226737372, 2
CON korean 018,0.11659523809381314, 2
CON japanese_moon_stations 03,0.11659523809381314, 1
CON western_hlad Ind,0.11674180726896749, 1
CON western_SnT Peg,0.11688016165265752, 1
CON western Cnc,0.11694347571863382, 2
CON western Mon,0.11731669131691692, 2
CON western_hlad Cyg,0.11820446007974082, 1
CON ruelle Cen,0.11865314268174738, 1
CON western Tra,0.11945169798739937, 5
CON western Pup,0.11969212842735807, 2
CON korean 081,0.12004330785469437, 2
CON japanese_moon_stations 12,0.12004330785469437, 1
CON western_rey Peg,0.12076951541515323, 1
CON western_hlad Aql,0.12127019659925486, 1
CON western_SnT Tau,0.12165464361608626, 1
CON western Aur,0.12200875947897812, 4
CON romanian Pma,0.12248803802101246, 1
CON western Ind,0.12407603107550859, 2
CON western_hlad Cam,0.12414423594635714, 1
CON western Lib,0.12435775109767207, 2
CON korean 187,0.12437890171476162, 1
CON western_hlad Car,0.12537217560527916, 1
CON korean 002,0.12547422421019594, 2
CON ruelle Cep,0.12612088168368077, 1
CON ruelle Gru,0.126282641082384, 1
CON western_hlad Aur,0.12768358323770793, 1
CON western Vir,0.12768896893577505, 2
CON western_hlad For,0.12839237916823748, 2
CON western Cir,0.1289939410298176, 5
CON sami 002,0.1291192344288437, 1
CON chinese 071,0.1293313166496274, 1
CON egyptian 009,0.12935479706252703, 1
CON western_hlad Peg,0.1298043885839876, 1
CON sardinian 009,0.13032760961092224, 1
CON arabic_ancient 2299,0.13066469809722434, 1
CON korean 167,0.1309384917314584, 1
CON inuit 002,0.13143099227998684, 1
CON western_rey Cet,0.13145698394596173, 1
CON western Ant,0.13289354160468467, 2
CON chinese 189,0.13404571520048728, 1
CON korean 130,0.13408378367490686, 2
CON western Oct,0.13477435737425647, 4
CON western_rey CruF,0.13561784110242292, 2
CON western_hlad Vir,0.13593082348697857, 1
CON chinese 109,0.136860455673521, 1
CON arabic_ancient 1899,0.1370246099919437, 1
CON western Vul,0.1377478264763706, 3
CON arabic_ancient 2002,0.1398769935163847, 1
CON korean 012,0.14020710867726674, 1
CON arabic_ancient 1001,0.14025887471748721, 1
CON romanian Cat,0.1442264460666089, 1
CON ruelle Mon,0.1442752306851899, 1
CON egyptian 027,0.14550251566926176, 1
CON indian N16,0.14742226693594518, 1
CON chinese 163,0.14777964600858326, 1
CON arabic_ancient 2899,0.15030319457280913, 1
CON arabic_ancient 5099,0.15053366871648832, 1
CON western Oph,0.15063624728810596, 2
CON western Cep,0.1512751192874663, 2
CON western_hlad Cep,0.1519097667474935, 1
CON western_SnT Scl,0.15358566222974432, 1
CON chinese 032,0.1542332841042199, 1
CON egyptian 002,0.15509918384472354, 1
CON ruelle Lyn,0.15553568461439118, 1
CON western Tuc,0.1557563913762888, 2
CON arabic_ancient 5499,0.15617344295987268, 1
CON macedonian 018,0.15636431311164128, 3
CON anutan 006,0.1565032278486172, 1
CON arabic_ancient 2599,0.15666687773239715, 1
CON western_SnT Hyi,0.15715830572980682, 1
CON arabic_arabian_peninsula 2901,0.16080317521138948, 3
CON western_hlad Lib,0.16198159262597672, 1
CON chinese 266,0.16530962138610403, 1
CON macedonian 006,0.16557288738816472, 1
CON arabic_ancient 5599,0.16785331958482685, 2
CON arabic_al-sufi UMa,0.1700926333162053, 1
CON western_hlad Sex,0.17038230428228493, 1
CON western_hlad Scl,0.17264381003981752, 1
CON western_rey Com,0.17435897747445547, 1
CON western Com,0.17565230996540357, 5
CON egyptian 012,0.17578278171453746, 1
CON western_hlad Ant,0.17587972332216653, 2
CON macedonian 012,0.17872735849562685, 1
CON western_rey DraT,0.17945598267899127, 1
CON hawaiian_starlines KOM,0.18406901407124857, 1
CON western Hor,0.1843114061204869, 2
CON romanian Jgb,0.18441965485682996, 1
CON western Scl,0.18456549411386744, 2
CON ruelle Dor,0.1864803135332895, 1
CON japanese_moon_stations 01,0.1889424761833474, 2
CON chinese 151,0.19042610529811035, 1
CON navajo 006,0.19231161170461417, 1
CON chinese 162,0.19739634909406736, 1
CON ruelle Ind,0.1999404410042533, 1
CON korean 071,0.20089093738056, 3
CON western_hlad Lyn,0.20422088052959986, 1
CON chinese 183,0.213301065283093, 1
CON korean 263,0.21456410306817336, 1
CON western_SnT UMa,0.2191822256998161, 1
CON indian N25,0.22478306200706163, 6
CON korean 166,0.22533599803126814, 1
CON western_rey Uma,0.22740316807334957, 1
CON western_rey GSq,0.23414701034928714, 2
CON western_hlad Hyi,0.23647038667151385, 2
CON egyptian 023,0.23683443252263903, 1
CON arabic_arabian_peninsula 2804,0.24307327920242552, 3
CON arabic_arabian_peninsula 2504,0.24351095869151265, 6
CON indian N26,0.25471822689940504, 1
CON hawaiian_starlines NAV,0.25931298036029987, 1
CON western_rey UMap2,0.2638513578955143, 1
CON anutan 003,0.30978910840020113, 1
CON hawaiian_starlines LUP,0.39891877598785164, 1
CON bugis 011,0.4297980355597364, 1
CON macedonian 007,0.44857051192643144, 1
CON arabic_ancient 5799,0.467544660499504, 2
CON mongolian 004,0.47642365952754906, 1
CON korean 197,0.4804966745353619, 2
CON bugis 010,0.50978932278869, 1
CON hawaiian_starlines IWI,0.5122515433356443, 1
CON chinese 271,0.5551042724132422, 1
CON tongan 008,0.6999492858818902, 1
CON korean 031,1.0403736193073065, 1
CON arabic_ancient 0410,2.53934160192184, 2
